image_path,source_video,label_policy,notes
C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class_hard_v2/review/public_positive_candidates/images/review_anti_uav_fig1_f000005.jpg,C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class/raw_sources/public_videos/anti-uav-official-gifs/videos/anti_uav_fig1.mp4,manual_review_required,raw/public positive candidate; draw correct drone box before training
C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class_hard_v2/review/public_positive_candidates/images/review_anti_uav_fig1_f000018.jpg,C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class/raw_sources/public_videos/anti-uav-official-gifs/videos/anti_uav_fig1.mp4,manual_review_required,raw/public positive candidate; draw correct drone box before training
C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class_hard_v2/review/public_positive_candidates/images/review_anti_uav_fig1_f000031.jpg,C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class/raw_sources/public_videos/anti-uav-official-gifs/videos/anti_uav_fig1.mp4,manual_review_required,raw/public positive candidate; draw correct drone box before training
C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class_hard_v2/review/public_positive_candidates/images/review_anti_uav_fig1_f000045.jpg,C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class/raw_sources/public_videos/anti-uav-official-gifs/videos/anti_uav_fig1.mp4,manual_review_required,raw/public positive candidate; draw correct drone box before training
C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class_hard_v2/review/public_positive_candidates/images/review_anti_uav_fig1_f000058.jpg,C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class/raw_sources/public_videos/anti-uav-official-gifs/videos/anti_uav_fig1.mp4,manual_review_required,raw/public positive candidate; draw correct drone box before training
C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class_hard_v2/review/public_positive_candidates/images/review_anti_uav_fig1_f000071.jpg,C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class/raw_sources/public_videos/anti-uav-official-gifs/videos/anti_uav_fig1.mp4,manual_review_required,raw/public positive candidate; draw correct drone box before training
C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class_hard_v2/review/public_positive_candidates/images/review_anti_uav_fig1_f000084.jpg,C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class/raw_sources/public_videos/anti-uav-official-gifs/videos/anti_uav_fig1.mp4,manual_review_required,raw/public positive candidate; draw correct drone box before training
C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class_hard_v2/review/public_positive_candidates/images/review_anti_uav_fig1_f000098.jpg,C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class/raw_sources/public_videos/anti-uav-official-gifs/videos/anti_uav_fig1.mp4,manual_review_required,raw/public positive candidate; draw correct drone box before training
C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class_hard_v2/review/public_positive_candidates/images/review_anti_uav_fig1_f000111.jpg,C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class/raw_sources/public_videos/anti-uav-official-gifs/videos/anti_uav_fig1.mp4,manual_review_required,raw/public positive candidate; draw correct drone box before training
C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class_hard_v2/review/public_positive_candidates/images/review_anti_uav_fig1_f000124.jpg,C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class/raw_sources/public_videos/anti-uav-official-gifs/videos/anti_uav_fig1.mp4,manual_review_required,raw/public positive candidate; draw correct drone box before training
C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class_hard_v2/review/public_positive_candidates/images/review_pexels_18253602_drone_flying_18s_720p_f000005.jpg,C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class/raw_sources/public_videos/pexels_demo/pexels_18253602_drone_flying_18s_720p.mp4,manual_review_required,raw/public positive candidate; draw correct drone box before training
C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class_hard_v2/review/public_positive_candidates/images/review_pexels_18253602_drone_flying_18s_720p_f000137.jpg,C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class/raw_sources/public_videos/pexels_demo/pexels_18253602_drone_flying_18s_720p.mp4,manual_review_required,raw/public positive candidate; draw correct drone box before training
C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class_hard_v2/review/public_positive_candidates/images/review_pexels_18253602_drone_flying_18s_720p_f000269.jpg,C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class/raw_sources/public_videos/pexels_demo/pexels_18253602_drone_flying_18s_720p.mp4,manual_review_required,raw/public positive candidate; draw correct drone box before training
C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class_hard_v2/review/public_positive_candidates/images/review_pexels_18253602_drone_flying_18s_720p_f000401.jpg,C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class/raw_sources/public_videos/pexels_demo/pexels_18253602_drone_flying_18s_720p.mp4,manual_review_required,raw/public positive candidate; draw correct drone box before training
C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class_hard_v2/review/public_positive_candidates/images/review_pexels_18253602_drone_flying_18s_720p_f000533.jpg,C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class/raw_sources/public_videos/pexels_demo/pexels_18253602_drone_flying_18s_720p.mp4,manual_review_required,raw/public positive candidate; draw correct drone box before training
C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class_hard_v2/review/public_positive_candidates/images/review_pexels_18253602_drone_flying_18s_720p_f000666.jpg,C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class/raw_sources/public_videos/pexels_demo/pexels_18253602_drone_flying_18s_720p.mp4,manual_review_required,raw/public positive candidate; draw correct drone box before training
C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class_hard_v2/review/public_positive_candidates/images/review_pexels_18253602_drone_flying_18s_720p_f000798.jpg,C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class/raw_sources/public_videos/pexels_demo/pexels_18253602_drone_flying_18s_720p.mp4,manual_review_required,raw/public positive candidate; draw correct drone box before training
C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class_hard_v2/review/public_positive_candidates/images/review_pexels_18253602_drone_flying_18s_720p_f000930.jpg,C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class/raw_sources/public_videos/pexels_demo/pexels_18253602_drone_flying_18s_720p.mp4,manual_review_required,raw/public positive candidate; draw correct drone box before training
C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class_hard_v2/review/public_positive_candidates/images/review_pexels_18253602_drone_flying_18s_720p_f001062.jpg,C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class/raw_sources/public_videos/pexels_demo/pexels_18253602_drone_flying_18s_720p.mp4,manual_review_required,raw/public positive candidate; draw correct drone box before training
C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class_hard_v2/review/public_positive_candidates/images/review_pexels_18253602_drone_flying_18s_720p_f001194.jpg,C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class/raw_sources/public_videos/pexels_demo/pexels_18253602_drone_flying_18s_720p.mp4,manual_review_required,raw/public positive candidate; draw correct drone box before training
C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class_hard_v2/review/public_positive_candidates/images/review_pexels_4462852_drone_flying_sky_uhd_f000005.jpg,C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class/raw_sources/public_videos/pexels_demo/pexels_4462852_drone_flying_sky_uhd.mp4,manual_review_required,raw/public positive candidate; draw correct drone box before training
C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class_hard_v2/review/public_positive_candidates/images/review_pexels_4462852_drone_flying_sky_uhd_f000021.jpg,C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class/raw_sources/public_videos/pexels_demo/pexels_4462852_drone_flying_sky_uhd.mp4,manual_review_required,raw/public positive candidate; draw correct drone box before training
C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class_hard_v2/review/public_positive_candidates/images/review_pexels_4462852_drone_flying_sky_uhd_f000037.jpg,C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class/raw_sources/public_videos/pexels_demo/pexels_4462852_drone_flying_sky_uhd.mp4,manual_review_required,raw/public positive candidate; draw correct drone box before training
C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class_hard_v2/review/public_positive_candidates/images/review_pexels_4462852_drone_flying_sky_uhd_f000054.jpg,C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class/raw_sources/public_videos/pexels_demo/pexels_4462852_drone_flying_sky_uhd.mp4,manual_review_required,raw/public positive candidate; draw correct drone box before training
C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class_hard_v2/review/public_positive_candidates/images/review_pexels_4462852_drone_flying_sky_uhd_f000070.jpg,C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class/raw_sources/public_videos/pexels_demo/pexels_4462852_drone_flying_sky_uhd.mp4,manual_review_required,raw/public positive candidate; draw correct drone box before training
C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class_hard_v2/review/public_positive_candidates/images/review_pexels_4462852_drone_flying_sky_uhd_f000086.jpg,C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class/raw_sources/public_videos/pexels_demo/pexels_4462852_drone_flying_sky_uhd.mp4,manual_review_required,raw/public positive candidate; draw correct drone box before training
C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class_hard_v2/review/public_positive_candidates/images/review_pexels_4462852_drone_flying_sky_uhd_f000102.jpg,C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class/raw_sources/public_videos/pexels_demo/pexels_4462852_drone_flying_sky_uhd.mp4,manual_review_required,raw/public positive candidate; draw correct drone box before training
C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class_hard_v2/review/public_positive_candidates/images/review_pexels_4462852_drone_flying_sky_uhd_f000119.jpg,C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class/raw_sources/public_videos/pexels_demo/pexels_4462852_drone_flying_sky_uhd.mp4,manual_review_required,raw/public positive candidate; draw correct drone box before training
C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class_hard_v2/review/public_positive_candidates/images/review_pexels_4462852_drone_flying_sky_uhd_f000135.jpg,C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class/raw_sources/public_videos/pexels_demo/pexels_4462852_drone_flying_sky_uhd.mp4,manual_review_required,raw/public positive candidate; draw correct drone box before training
C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class_hard_v2/review/public_positive_candidates/images/review_pexels_4462852_drone_flying_sky_uhd_f000151.jpg,C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class/raw_sources/public_videos/pexels_demo/pexels_4462852_drone_flying_sky_uhd.mp4,manual_review_required,raw/public positive candidate; draw correct drone box before training
C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class_hard_v2/review/detected_false_positive_candidates/images/review_quadcopter_20200202_10s_det_conf024_f000005.jpg,C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/rk_yolo_video/eval_runs/public_web_video_stability_20260516_conf024/quadcopter_20200202_10s_det_conf024.mp4,manual_review_required,detected output only; do not train directly
C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class_hard_v2/review/detected_false_positive_candidates/images/review_quadcopter_20200202_10s_det_conf024_f000032.jpg,C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/rk_yolo_video/eval_runs/public_web_video_stability_20260516_conf024/quadcopter_20200202_10s_det_conf024.mp4,manual_review_required,detected output only; do not train directly
C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class_hard_v2/review/detected_false_positive_candidates/images/review_quadcopter_20200202_10s_det_conf024_f000059.jpg,C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/rk_yolo_video/eval_runs/public_web_video_stability_20260516_conf024/quadcopter_20200202_10s_det_conf024.mp4,manual_review_required,detected output only; do not train directly
C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class_hard_v2/review/detected_false_positive_candidates/images/review_quadcopter_20200202_10s_det_conf024_f000087.jpg,C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/rk_yolo_video/eval_runs/public_web_video_stability_20260516_conf024/quadcopter_20200202_10s_det_conf024.mp4,manual_review_required,detected output only; do not train directly
C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class_hard_v2/review/detected_false_positive_candidates/images/review_quadcopter_20200202_10s_det_conf024_f000114.jpg,C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/rk_yolo_video/eval_runs/public_web_video_stability_20260516_conf024/quadcopter_20200202_10s_det_conf024.mp4,manual_review_required,detected output only; do not train directly
C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class_hard_v2/review/detected_false_positive_candidates/images/review_quadcopter_20200202_10s_det_conf024_f000141.jpg,C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/rk_yolo_video/eval_runs/public_web_video_stability_20260516_conf024/quadcopter_20200202_10s_det_conf024.mp4,manual_review_required,detected output only; do not train directly
C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class_hard_v2/review/detected_false_positive_candidates/images/review_quadcopter_20200202_10s_det_conf024_f000168.jpg,C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/rk_yolo_video/eval_runs/public_web_video_stability_20260516_conf024/quadcopter_20200202_10s_det_conf024.mp4,manual_review_required,detected output only; do not train directly
C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class_hard_v2/review/detected_false_positive_candidates/images/review_quadcopter_20200202_10s_det_conf024_f000196.jpg,C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/rk_yolo_video/eval_runs/public_web_video_stability_20260516_conf024/quadcopter_20200202_10s_det_conf024.mp4,manual_review_required,detected output only; do not train directly
C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class_hard_v2/review/detected_false_positive_candidates/images/review_quadcopter_20200202_10s_det_conf024_f000223.jpg,C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/rk_yolo_video/eval_runs/public_web_video_stability_20260516_conf024/quadcopter_20200202_10s_det_conf024.mp4,manual_review_required,detected output only; do not train directly
C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class_hard_v2/review/detected_false_positive_candidates/images/review_quadcopter_20200202_10s_det_conf024_f000250.jpg,C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/rk_yolo_video/eval_runs/public_web_video_stability_20260516_conf024/quadcopter_20200202_10s_det_conf024.mp4,manual_review_required,detected output only; do not train directly
